,roomid,dust,temperature,humidity,co2
605,222,55.0,22.480520000000002,67.115814,630.0
606,222,60.0,22.45907,66.658051,622.0
607,222,58.0,22.491245000000003,66.26132199999999,621.0
608,222,56.0,22.512695,66.009552,623.0
609,222,57.0,22.362544,67.932159,631.0
610,222,52.0,22.383994,67.787201,655.0
611,222,52.0,22.45907,67.848236,656.0
612,222,57.0,22.480520000000002,66.818268,618.0
613,222,52.0,22.373269,67.810089,649.0
614,222,61.0,22.469795,67.077667,636.0
615,222,54.0,22.416169,68.306,617.0
616,222,50.0,22.394719,67.810089,660.0
617,222,58.0,22.437620000000003,67.085297,609.0
618,222,52.0,22.373269,68.306,635.0
619,222,51.0,22.341094000000002,67.962677,651.0
620,223,57.0,22.405444,71.510345,624.0
621,223,57.0,22.362544,70.777924,628.0
622,223,57.0,22.405444,71.182281,615.0
623,223,52.0,22.394719,71.693451,642.0
624,223,55.0,22.394719,70.434601,637.0
625,223,57.0,22.405444,70.007355,633.0
626,223,58.0,22.383994,70.312531,632.0
627,223,57.0,22.373269,70.922882,626.0
628,223,52.0,22.394719,71.67819200000001,636.0
629,223,57.0,22.416169,71.09835799999999,610.0
630,223,52.0,22.416169,72.090179,643.0
631,223,58.0,22.373269,70.686371,620.0
632,223,56.0,22.416169,71.266205,638.0
633,223,54.0,22.405444,71.846039,651.0
634,223,55.0,22.383994,71.723969,636.0
635,223,53.0,22.405444,71.70108,647.0
636,223,55.0,22.405444,71.250946,615.0
637,223,54.0,22.394719,71.723969,638.0
638,223,54.0,22.416169,72.265656,636.0
639,223,53.0,22.405444,71.624786,645.0
640,223,59.0,22.362544,70.137054,603.0
641,223,56.0,22.383994,71.57901,634.0
642,223,53.0,22.405444,72.311432,627.0
643,223,52.0,22.383994,71.67819200000001,659.0
644,223,58.0,22.405444,70.991547,621.0
645,223,55.0,22.416169,72.08255,622.0
646,223,60.0,22.373269,70.213348,612.0
647,223,55.0,22.405444,71.495087,605.0
648,223,54.0,22.383994,71.67819200000001,643.0
649,223,55.0,22.416169,71.998627,640.0
650,223,54.0,22.405444,72.02151500000001,633.0
651,2A,50.16,28.22,69.47,631.6
652,2A,50.16,28.18,69.18,631.6
653,2A,50.16,28.06,70.01,631.6
654,2A,50.16,28.17,69.76,631.6
655,2A,50.16,28.03,70.1,631.6
656,2A,50.16,28.44,70.1,631.6
657,2A,50.16,28.2,70.03,631.6
658,2A,50.16,28.2,69.82,631.6
659,2A,50.16,28.41,69.83,631.6
660,2A,50.16,28.1,69.89,631.6
661,2A,50.16,28.17,69.68,631.6
662,2A,50.16,28.1,69.46,631.6
663,2A,50.16,28.06,69.69,631.6
664,2A,50.16,28.43,69.5,631.6
665,2A,50.16,28.49,69.93,631.6
666,2A,50.16,28.34,70.17,631.6
667,2A,50.16,28.0,69.89,631.6
668,2A,50.16,28.34,69.18,631.6
669,2A,50.16,28.25,70.15,631.6
670,2A,50.16,28.16,69.89,631.6
671,2A,50.16,28.07,69.49,631.6
672,2A,50.16,28.1,69.73,631.6
673,2A,50.16,28.21,69.73,631.6
674,2A,50.16,28.28,69.67,631.6
675,2A,50.16,28.31,69.59,631.6
676,2A,50.16,28.0,70.15,631.6
677,2A,50.16,28.11,70.19,631.6
678,2A,50.16,28.3,69.72,631.6
679,2A,50.16,28.3,70.12,631.6
680,2A,50.16,28.5,69.13,631.6
681,2A,50.16,28.14,69.3,631.6
682,2B,47.15,27.08,75.03,622.18
683,2B,47.15,26.98,72.64,622.18
684,2B,47.15,26.7,72.52,622.18
685,2B,47.15,26.53,72.48,622.18
686,2B,47.15,26.92,74.55,622.18
687,2B,47.15,26.63,74.78,622.18
688,2B,47.15,27.11,74.47,622.18
689,2B,47.15,27.12,74.21,622.18
690,2B,47.15,26.69,72.47,622.18
691,2B,47.15,26.7,72.7,622.18
692,2B,47.15,26.72,74.82,622.18
693,2B,47.15,26.36,72.51,622.18
694,2B,47.15,26.65,72.74,622.18
695,2B,47.15,26.23,73.11,622.18
696,2B,47.15,27.25,72.74,622.18
697,2B,47.15,26.46,74.05,622.18
698,2B,47.15,27.1,74.33,622.18
699,2B,47.15,26.28,72.98,622.18
700,2B,47.15,27.3,74.41,622.18
701,2B,47.15,26.28,74.19,622.18
702,2B,47.15,26.95,72.46,622.18
703,2B,47.15,27.31,73.55,622.18
704,2B,47.15,26.93,74.64,622.18
705,2B,47.15,26.56,75.04,622.18
706,2B,47.15,26.15,75.14,622.18
707,2B,47.15,27.05,73.37,622.18
708,2B,47.15,26.68,74.69,622.18
709,2B,47.15,26.29,74.35,622.18
710,2B,47.15,26.3,75.01,622.18
711,2B,47.15,26.72,74.11,622.18
712,2B,47.15,26.67,72.77,622.18
713,2C,51.14,28.04,70.0,624.52
714,2C,51.14,28.42,71.33,624.52
715,2C,51.14,28.3,70.25,624.52
716,2C,51.14,27.51,71.2,624.52
717,2C,51.14,27.63,70.57,624.52
718,2C,51.14,27.51,71.27,624.52
719,2C,51.14,27.63,71.77,624.52
720,2C,51.14,28.0,70.17,624.52
721,2C,51.14,27.67,70.22,624.52
722,2C,51.14,27.71,69.42,624.52
723,2C,51.14,28.2,68.99,624.52
724,2C,51.14,27.83,70.79,624.52
725,2C,51.14,27.49,71.8,624.52
726,2C,51.14,27.52,70.08,624.52
727,2C,51.14,28.2,71.72,624.52
728,2C,51.14,27.93,69.62,624.52
729,2C,51.14,28.39,69.72,624.52
730,2C,51.14,28.58,68.94,624.52
731,2C,51.14,28.4,70.76,624.52
732,2C,51.14,28.36,69.1,624.52
733,2C,51.14,28.27,69.27,624.52
734,2C,51.14,27.67,69.55,624.52
735,2C,51.14,28.1,70.08,624.52
736,2C,51.14,27.81,71.77,624.52
737,2C,51.14,27.95,69.2,624.52
738,2C,51.14,27.61,71.56,624.52
739,2C,51.14,28.38,71.61,624.52
740,2C,51.14,28.17,69.87,624.52
741,2C,51.14,28.14,70.21,624.52
742,2C,51.14,27.89,70.75,624.52
743,2C,51.14,28.34,69.21,624.52
744,301,45.0,21.547437,53.100616,627.0
745,301,45.0,21.525986,53.009064,607.0
746,301,45.0,21.515261,53.047211,612.0
747,301,45.0,21.515261,52.558929000000006,605.0
748,301,44.0,21.525986,51.902802,608.0
749,301,45.0,21.590336999999998,53.977996999999995,620.0
750,301,47.0,21.536710999999997,51.895171999999995,600.0
751,301,45.0,21.515261,52.032501,609.0
752,301,44.0,21.558162,53.390533,610.0
753,301,45.0,21.525986,51.895171999999995,605.0
754,301,42.0,21.515261,52.001984,605.0
755,301,47.0,21.525986,52.581818000000005,614.0
756,301,46.0,21.515261,51.933319,600.0
757,301,48.0,21.515261,51.948578000000005,600.0
758,301,47.0,21.525986,51.841766,604.0
759,301,48.0,21.525986,51.872284,600.0
760,301,45.0,21.515261,51.902802,603.0
761,301,44.0,21.590336999999998,54.237396,632.0
762,301,46.0,21.536710999999997,53.016693000000004,626.0
763,301,47.0,21.504535999999998,52.97091700000001,604.0
764,301,45.0,21.504535999999998,52.940399,606.0
765,301,46.0,21.525986,51.849396,603.0
766,301,49.0,21.525986,51.872284,600.0
767,301,45.0,21.568887,53.588898,624.0
768,301,47.0,21.515261,53.169281000000005,610.0
769,301,45.0,21.525986,51.872284,609.0
770,301,46.0,21.515261,51.971466,600.0
771,301,45.0,21.525986,51.872284,600.0
772,301,45.0,21.536710999999997,51.91806,609.0
773,301,46.0,21.568887,53.787262,631.0
774,301,47.0,21.515261,53.100616,622.0
775,302,49.0,21.965715,56.762726,600.0
776,302,52.0,21.965715,56.846649,601.0
777,302,48.0,21.97644,56.312592,600.0
778,302,50.0,21.95499,57.304413000000004,619.0
779,302,51.0,21.97644,58.082611,629.0
780,302,50.0,21.987166000000002,58.586151,624.0
781,302,51.0,21.965715,56.427032,600.0
782,302,53.0,21.965715,56.304961999999996,602.0
783,302,52.0,21.97644,56.373627,601.0
784,302,50.0,21.97644,56.358368000000006,600.0
785,302,51.0,21.97644,56.343109,604.0
786,302,50.0,21.965715,57.884246999999995,617.0
787,302,50.0,21.987166000000002,56.495697,600.0
788,302,54.0,21.965715,56.678802000000005,600.0
789,302,52.0,21.965715,56.350739000000004,607.0
790,302,52.0,21.97644,56.442291000000004,607.0
791,302,53.0,21.95499,56.777985,600.0
792,302,50.0,21.97644,56.32785,601.0
793,302,51.0,21.97644,58.387787,628.0
794,302,50.0,21.965715,56.427032,611.0
795,302,51.0,21.965715,56.724579000000006,600.0
796,302,50.0,21.965715,56.465179000000006,606.0
797,302,50.0,21.97644,56.495697,600.0
798,302,49.0,21.97644,56.404143999999995,603.0
799,302,48.0,21.97644,56.442291000000004,608.0
800,302,53.0,21.95499,56.373627,606.0
801,302,53.0,21.97644,56.61776700000001,600.0
802,302,49.0,21.95499,57.61721800000001,630.0
803,302,50.0,21.965715,57.106049,612.0
804,302,53.0,21.965715,56.434662,606.0
805,302,51.0,21.965715,56.350739000000004,600.0
806,303,71.0,21.375835000000002,55.854828000000005,620.0
807,303,71.0,21.38656,55.763275,607.0
808,303,75.0,21.375835000000002,55.686981,614.0
809,303,74.0,21.375835000000002,55.885344999999994,600.0
810,303,71.0,21.38656,58.036834999999996,663.0
811,303,67.0,21.38656,56.930572999999995,642.0
812,303,64.0,21.38656,57.48751800000001,659.0
813,303,78.0,21.40801,56.686431999999996,634.0
814,303,72.0,21.375835000000002,55.83194,600.0
815,303,76.0,21.40801,59.631378000000005,641.0
816,303,69.0,21.38656,56.755095999999995,641.0
817,303,75.0,21.375835000000002,55.618317000000005,608.0
818,303,72.0,21.375835000000002,56.083709999999996,604.0
819,303,75.0,21.38656,55.86245699999999,614.0
820,303,76.0,21.375835000000002,55.70224,602.0
821,303,63.0,21.375835000000002,57.182343,662.0
822,303,73.0,21.375835000000002,55.816681,608.0
823,303,73.0,21.40801,56.51095600000001,636.0
824,303,75.0,21.40801,58.998138,649.0
825,303,79.0,21.38656,55.900604,621.0
826,303,68.0,21.375835000000002,55.717499,609.0
827,303,80.0,21.38656,55.770905000000006,607.0
828,303,80.0,21.397285,58.441193000000005,650.0
829,303,73.0,21.38656,55.77853399999999,615.0
830,303,66.0,21.418735,56.38125600000001,626.0
831,303,60.0,21.397285,56.823761,639.0
832,303,77.0,21.397285,58.708220999999995,646.0
833,303,73.0,21.397285,57.08316,650.0
834,303,67.0,21.397285,56.266815,610.0
835,303,72.0,21.375835000000002,55.740387,600.0
836,303,77.0,21.375835000000002,55.839569,600.0
837,304,56.0,21.761938,55.740387,620.0
838,304,59.0,21.761938,54.809601,604.0
839,304,56.0,21.740488,54.969818000000004,602.0
840,304,57.0,21.740488,55.183441,602.0
841,304,55.0,21.761938,55.030853,606.0
842,304,56.0,21.751213,54.847747999999996,600.0
843,304,54.0,21.761938,54.977447999999995,613.0
844,304,58.0,21.751213,54.939301,612.0
845,304,58.0,21.751213,54.92404200000001,610.0
846,304,57.0,21.761938,54.931670999999994,613.0
847,304,56.0,21.751213,55.542023,606.0
848,304,54.0,21.772664000000002,56.388884999999995,633.0
849,304,56.0,21.772664000000002,56.205780000000004,625.0
850,304,58.0,21.761938,56.12185699999999,626.0
851,304,52.0,21.761938,55.679352,615.0
852,304,56.0,21.740488,55.023224,602.0
853,304,57.0,21.761938,54.82486,604.0
854,304,59.0,21.761938,54.878265,600.0
855,304,55.0,21.761938,55.572540000000004,600.0
856,304,57.0,21.740488,54.92404200000001,614.0
857,304,55.0,21.751213,54.992706000000005,606.0
858,304,58.0,21.761938,55.030853,612.0
859,304,55.0,21.794114,56.930572999999995,641.0
860,304,51.0,21.783389,56.61776700000001,640.0
861,304,52.0,21.740488,55.397064,624.0
862,304,56.0,21.740488,55.473358,614.0
863,304,57.0,21.772664000000002,54.893524,607.0
864,304,56.0,21.740488,55.351288000000004,622.0
865,304,51.0,21.761938,55.79379300000001,612.0
866,304,55.0,21.751213,55.290253,605.0
867,304,55.0,21.751213,55.03848299999999,601.0
868,305,55.0,22.534146,54.389984,793.0
869,305,55.0,22.534146,53.962738,774.0
870,305,53.0,22.555595999999998,55.305510999999996,808.0
871,305,53.0,22.566321,55.168181999999995,808.0
872,305,56.0,22.534146,53.947479,791.0
873,305,57.0,22.52342,53.985626,777.0
874,305,56.0,22.52342,54.145844,772.0
875,305,54.0,22.52342,54.252655000000004,788.0
876,305,56.0,22.52342,54.237396,786.0
877,305,55.0,22.512695,53.90933199999999,775.0
878,305,53.0,22.534146,54.405243000000006,805.0
879,305,55.0,22.566321,55.496246,814.0
880,305,53.0,22.555595999999998,54.969818000000004,802.0
881,305,54.0,22.52342,54.29843100000001,786.0
882,305,57.0,22.52342,53.901703000000005,775.0
883,305,51.0,22.544871,54.458649,805.0
884,305,56.0,22.52342,54.229767,793.0
885,305,54.0,22.52342,54.084807999999995,792.0
886,305,53.0,22.555595999999998,54.527313,814.0
887,305,55.0,22.534146,53.962738,789.0
888,305,57.0,22.52342,54.06191999999999,771.0
889,305,55.0,22.534146,54.06955,797.0
890,305,53.0,22.534146,54.016144,777.0
891,305,53.0,22.555595999999998,54.733306999999996,804.0
892,305,57.0,22.534146,53.90933199999999,770.0
893,305,53.0,22.52342,54.031403000000005,782.0
894,305,56.0,22.534146,53.90933199999999,795.0
895,305,54.0,22.544871,54.458649,796.0
896,305,56.0,22.534146,54.054291000000006,775.0
897,305,55.0,22.566321,55.725128000000005,820.0
898,305,57.0,22.534146,53.90933199999999,769.0
899,306,52.0,23.220551999999998,54.283173,627.0
900,306,50.0,23.209827,53.718596999999995,628.0
901,306,51.0,23.220551999999998,53.726227,621.0
902,306,53.0,23.220551999999998,53.108245999999994,605.0
903,306,52.0,23.209827,53.360016,621.0
904,306,51.0,23.199102,53.039581000000005,600.0
905,306,50.0,23.220551999999998,53.886444,622.0
906,306,51.0,23.220551999999998,53.30661,609.0
907,306,53.0,23.209827,53.100616,601.0
908,306,50.0,23.209827,53.68808000000001,622.0
909,306,53.0,23.209827,53.070099,600.0
910,306,50.0,23.199102,53.382904,607.0
911,306,50.0,23.220551999999998,54.054291000000006,626.0
912,306,52.0,23.209827,53.100616,612.0
913,306,51.0,23.209827,53.161652000000004,600.0
914,306,53.0,23.209827,53.08535799999999,607.0
915,306,51.0,23.199102,53.19216899999999,612.0
916,306,52.0,23.209827,53.550751,613.0
917,306,53.0,23.209827,53.039581000000005,600.0
918,306,50.0,23.231277,54.161102,621.0
919,306,53.0,23.209827,53.100616,602.0
920,306,53.0,23.220551999999998,53.039581000000005,600.0
921,306,51.0,23.209827,53.070099,605.0
922,306,53.0,23.209827,53.123505,601.0
923,306,50.0,23.220551999999998,53.894073,631.0
924,306,51.0,23.209827,53.977996999999995,631.0
925,306,50.0,23.209827,53.123505,606.0
926,306,51.0,23.220551999999998,53.070099,600.0
927,306,52.0,23.209827,53.092987,606.0
928,306,53.0,23.209827,53.047211,610.0
929,306,52.0,23.220551999999998,53.947479,632.0
930,307,58.0,22.823723,53.970367,683.0
931,307,53.0,22.834448000000002,54.115326,690.0
932,307,53.0,22.812998,53.886444,656.0
933,307,54.0,22.834448000000002,54.534943000000005,685.0
934,307,55.0,22.823723,53.955109,679.0
935,307,52.0,22.823723,54.100067,693.0
936,307,57.0,22.823723,53.932219999999994,675.0
937,307,53.0,22.834448000000002,53.901703000000005,675.0
938,307,53.0,22.812998,54.008514,672.0
939,307,52.0,22.823723,54.000885,679.0
940,307,54.0,22.823723,53.985626,676.0
941,307,53.0,22.823723,54.161102,695.0
942,307,53.0,22.812998,53.985626,669.0
943,307,55.0,22.834448000000002,54.107696999999995,675.0
944,307,55.0,22.812998,53.894073,666.0
945,307,52.0,22.823723,54.046661,675.0
946,307,56.0,22.823723,54.634125,686.0
947,307,53.0,22.834448000000002,53.970367,672.0
948,307,55.0,22.834448000000002,53.90933199999999,677.0
949,307,56.0,22.823723,54.084807999999995,680.0
950,307,56.0,22.834448000000002,53.901703000000005,683.0
951,307,56.0,22.834448000000002,54.03903199999999,681.0
952,307,54.0,22.834448000000002,54.031403000000005,681.0
953,307,57.0,22.845173000000003,54.801970999999995,684.0
954,307,53.0,22.812998,54.100067,679.0
955,307,53.0,22.823723,54.458649,686.0
956,307,53.0,22.823723,54.084807999999995,684.0
957,307,53.0,22.823723,54.06191999999999,673.0
958,307,54.0,22.834448000000002,54.306061,675.0
959,307,54.0,22.802273,53.955109,679.0
960,307,54.0,22.834448000000002,54.092438,665.0
961,308,50.0,22.45907,53.848296999999995,605.0
962,308,48.0,22.45907,53.787262,600.0
963,308,41.0,22.480520000000002,54.435759999999995,624.0
964,308,48.0,22.45907,53.749115,601.0
965,308,46.0,22.491245000000003,54.77908299999999,620.0
966,308,44.0,22.469795,54.29843100000001,621.0
967,308,42.0,22.469795,54.489166000000004,632.0
968,308,46.0,22.469795,54.916412,611.0
969,308,52.0,22.45907,53.871185,606.0
970,308,49.0,22.469795,53.916962,607.0
971,308,53.0,22.469795,53.741486,600.0
972,308,47.0,22.448345,53.82540899999999,602.0
973,308,46.0,22.469795,53.726227,600.0
974,308,49.0,22.448345,53.718596999999995,601.0
975,308,45.0,22.45907,54.199249,617.0
976,308,50.0,22.45907,53.894073,613.0
977,308,48.0,22.448345,53.779633,600.0
978,308,51.0,22.45907,53.779633,608.0
979,308,44.0,22.491245000000003,54.336578,628.0
980,308,46.0,22.480520000000002,54.344207999999995,620.0
981,308,47.0,22.45907,53.802521,602.0
982,308,47.0,22.469795,53.993256,612.0
983,308,45.0,22.491245000000003,54.496795999999996,612.0
984,308,47.0,22.50197,54.245026,616.0
985,308,44.0,22.469795,54.527313,630.0
986,308,48.0,22.45907,53.764374,603.0
987,308,43.0,22.480520000000002,54.649384,628.0
988,308,45.0,22.480520000000002,54.634125,616.0
989,308,50.0,22.469795,53.756744,605.0
990,308,47.0,22.491245000000003,54.397614000000004,612.0
991,308,47.0,22.45907,53.82540899999999,603.0
992,309,58.0,22.308918,52.703888,685.0
993,309,52.0,22.298192999999998,52.795441000000004,660.0
994,309,50.0,22.373269,53.138763,677.0
995,309,56.0,22.308918,52.642853,641.0
996,309,51.0,22.298192999999998,52.60470600000001,658.0
997,309,56.0,22.373269,54.718047999999996,614.0
998,309,50.0,22.287468,52.719147,652.0
999,309,49.0,22.276743,52.688629000000006,677.0
1000,309,51.0,22.351819,53.123505,698.0
1001,309,49.0,22.308918,52.719147,638.0
1002,309,63.0,22.298192999999998,52.67337,659.0
1003,309,52.0,22.383994,54.145844,620.0
1004,309,51.0,22.373269,53.93985,603.0
1005,309,52.0,22.298192999999998,52.67337,666.0
1006,309,55.0,22.351819,53.100616,706.0
1007,309,56.0,22.298192999999998,52.665741000000004,651.0
1008,309,47.0,22.319644,52.978545999999994,686.0
1009,309,50.0,22.298192999999998,52.67337,681.0
1010,309,52.0,22.373269,54.496795999999996,609.0
1011,309,56.0,22.341094000000002,53.077728,698.0
1012,309,55.0,22.373269,53.749115,625.0
1013,309,52.0,22.287468,52.681000000000004,655.0
1014,309,48.0,22.308918,53.024322999999995,667.0
1015,309,54.0,22.362544,53.382904,679.0
1016,309,49.0,22.276743,52.658112,660.0
1017,309,50.0,22.308918,53.077728,655.0
1018,309,52.0,22.276743,52.619965,662.0
1019,309,49.0,22.287468,52.665741000000004,673.0
1020,309,52.0,22.308918,52.917511,683.0
1021,309,50.0,22.319644,53.06246899999999,664.0
1022,309,58.0,22.298192999999998,52.665741000000004,660.0
1023,310,47.0,23.660281,51.902802,617.0
1024,310,47.0,23.649556,51.063568,602.0
1025,310,51.0,23.638831,51.048309,606.0
1026,310,45.0,23.638831,51.063568,604.0
1027,310,47.0,23.649556,51.025421,606.0
1028,310,47.0,23.671006,51.437408000000005,613.0
1029,310,49.0,23.638831,51.048309,600.0
1030,310,47.0,23.638831,51.124603,600.0
1031,310,49.0,23.628104999999998,51.04068,614.0
1032,310,48.0,23.660281,51.017792,606.0
1033,310,49.0,23.649556,51.063568,610.0
1034,310,45.0,23.681731,51.368744,606.0
1035,310,46.0,23.660281,51.315338,610.0
1036,310,49.0,23.660281,51.033051,600.0
1037,310,45.0,23.671006,51.376373,613.0
1038,310,47.0,23.660281,51.033051,603.0
1039,310,51.0,23.649556,51.033051,605.0
1040,310,50.0,23.638831,51.017792,600.0
1041,310,48.0,23.671006,51.773102,615.0
1042,310,48.0,23.649556,51.185638,600.0
1043,310,47.0,23.671006,51.376373,604.0
1044,310,49.0,23.671006,51.307709,604.0
1045,310,47.0,23.649556,51.048309,604.0
1046,310,48.0,23.671006,51.315338,617.0
1047,310,47.0,23.649556,51.078827000000004,600.0
1048,310,50.0,23.649556,51.033051,604.0
1049,310,48.0,23.671006,51.605255,618.0
1050,310,47.0,23.681731,52.017241999999996,621.0
1051,310,47.0,23.660281,51.055939,600.0
1052,310,46.0,23.671006,51.002533,601.0
1053,310,48.0,23.681731,51.391632,620.0
1054,312,52.0,23.145476000000002,65.6586,617.0
1055,312,55.0,23.166926,66.009552,612.0
1056,312,57.0,23.145476000000002,65.963776,615.0
1057,312,52.0,23.199102,65.940887,626.0
1058,312,50.0,23.242002,65.90274000000001,637.0
1059,312,57.0,23.166926,65.849335,620.0
1060,312,50.0,23.156201,65.712006,619.0
1061,312,48.0,23.274176999999998,65.765411,630.0
1062,312,49.0,23.274176999999998,65.803558,644.0
1063,312,52.0,23.220551999999998,65.940887,617.0
1064,312,54.0,23.177651,65.879852,611.0
1065,312,52.0,23.124026,65.719635,615.0
1066,312,55.0,23.166926,65.856964,619.0
1067,312,56.0,23.166926,65.963776,617.0
1068,312,56.0,23.156201,66.08584599999999,612.0
1069,312,55.0,23.156201,66.07821700000001,615.0
1070,312,55.0,23.177651,65.994293,614.0
1071,312,49.0,23.252727,65.849335,635.0
1072,312,56.0,23.166926,65.841705,605.0
1073,312,57.0,23.156201,65.81881700000001,607.0
1074,312,52.0,23.231277,66.062958,627.0
1075,312,53.0,23.166926,66.070587,616.0
1076,312,48.0,23.263451999999997,65.795929,639.0
1077,312,53.0,23.156201,65.856964,607.0
1078,312,56.0,23.177651,65.841705,611.0
1079,312,53.0,23.199102,66.03244000000001,609.0
1080,312,52.0,23.188376,66.04007,612.0
1081,312,48.0,23.263451999999997,65.750153,650.0
1082,312,46.0,23.284902,65.765411,647.0
1083,312,49.0,23.274176999999998,65.727264,651.0
1084,312,54.0,23.156201,65.90274000000001,612.0
1085,313,36.0,23.252727,65.620453,624.0
1086,313,41.0,23.166926,65.3992,600.0
1087,313,36.0,23.252727,65.330536,641.0
1088,313,40.0,23.199102,65.28475999999999,604.0
1089,313,36.0,23.274176999999998,65.7883,622.0
1090,313,37.0,23.209827,65.307648,621.0
1091,313,37.0,23.274176999999998,64.994843,631.0
1092,313,36.0,23.284902,64.92617800000001,623.0
1093,313,38.0,23.209827,65.330536,613.0
1094,313,35.0,23.295627,64.918549,636.0
1095,313,35.0,23.295627,64.71255500000001,628.0
1096,313,37.0,23.274176999999998,65.811188,621.0
1097,313,38.0,23.209827,65.116913,600.0
1098,313,36.0,23.242002,65.712006,612.0
1099,313,37.0,23.306353,65.010101,646.0
1100,313,35.0,23.263451999999997,65.6586,624.0
